from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
121,70085,1,,,,,,63868952-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868952-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868953-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868953-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868954-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868954-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868955-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868955-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868956-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868956-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868957-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868957-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868958-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868958-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868959-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868959-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868960-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868960-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868961-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868961-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868962-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868962-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868963-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868963-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868964-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868964-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868965-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868965-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868966-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868966-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868967-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868967-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868968-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868968-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868969-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868969-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868970-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868970-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868971-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868971-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868972-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868972-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868973-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868973-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868974-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868974-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868975-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868975-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868976-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868976-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868977-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868977-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868978-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868978-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868979-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868979-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868980-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868980-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868981-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868981-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868982-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868982-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868983-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868983-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868984-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868984-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868985-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868985-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63868989-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63868989-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70085,1,,,,,,63869000-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkAshmontPlatforms,63869000-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2
121,70095,1,,,,,,63846621-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846621-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846624-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846624-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846625-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846625-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846628-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846628-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846629-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846629-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846631-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846631-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846632-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846632-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846635-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846635-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846638-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846638-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846640-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846640-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846642-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846642-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846643-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846643-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846644-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846644-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846645-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846645-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846647-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846647-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846650-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846650-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846651-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846651-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846655-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846655-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846656-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846656-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846658-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846658-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846661-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846661-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846662-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846662-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846665-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846665-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846667-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846667-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846668-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846668-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846670-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846670-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846672-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846672-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846675-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846675-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846677-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846677-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846678-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846678-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846680-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846680-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846683-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846683-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846685-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846685-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846687-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846687-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
121,70095,1,,,,,,63846688-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,63846688-JFKParkAshmontPlatformsJFKParkBraintreePlatforms22
